title,abstract,keyphrases
Setup and configure newrelic monitoring,"We are looking for someone who can help us to setup Newrelic for our envoirment. We have 3 different envoirmements all linux servers beside one windows server. We would like to setup and config so the envoirment is like following. Monitoring of the workload for the server Monitoring of the application status on the application servers. Monitoring the webbsite, network and db and so on. We want different dashboards for the envoirments Envoirment 1, 2, 3 And the alarms shall be configured based on what envoirment that warn or send alarms. We also want it ""feed"" our atlasian/jira status page.","newrelic monitoring, server monitoring, jira status page, envoirment, windows server, application servers, application status, different envoirmements, setup, different dashboards"
Videos editing,"Videos editing, advertisment etc","videos editing, advertisment"
Excel to website data transfer -- 2,We Are making excel projects. And we writes data to website manually. I want to make automation. Can you help me?,"data transfer, excel projects, automation"
Excel to website data transfer,We Are making excel projects. And we writes data to website manually. I want to make automation. Can you help me?,"data transfer, excel projects, automation"
Risk Assessment - Consultant,"I would like to get technical advice on risk assessment at work, preferably someone who speaks Arabic or English. Sharing files after agreement","risk assessment, technical advice, consultant, arabic, english, work, files, agreement"
Research writing,I need research writer for 3 question,"research writing, question"
Youtube Content Writer,I need Content Writer for youtube channel.,"youtube content writer, youtube channel"
Cloud based ERP Billing software,Cloud based ERP billing software develop for mobile and Desktop.,"erp billing software, cloud, desktop, mobile"
Shop Logo please,Simply Sugar Shop logo please.,sugar shop logo
Game Artist,Need a 2d game artist to work in our puzzle game project,"puzzle game project, game artist"
"Looking for photo color grade , retouch and Album design","Hi, we are hiring an artist who can color grade photos, retouch & album design. Interested candidates can bid, we will give you 4 photos to edit and do an album design for trial and select the best candidate from it. Remember this will be a regular job we will give more work to the selected candidate so please bid only if you can do it.","photo color grade, album design, grade photos, retouch, interested candidates, best candidate, regular job, artist, trial, more work"
John Hashcat CTF,I need help with a concret cryptography exercice related with John and Hashcat.,"john hashcat ctf, concret cryptography exercice, hashcat, john, help"
Tool to retrieve GitHub and Stackoverflow profile from LinkedIn URL,"Hello, Looking for someone to help me crafting a Python script to retrieve GitHub account and Stackoverflow account from LinkedIn informations. If you have experience in this type of project thanks to explain me why you would be a good fit and we discuss in private the How to ? Answer with GOLD to make sure that you read the description I won't reply otherwise :)","linkedin url, stackoverflow profile, github account, stackoverflow account, linkedin informations, python script, project thanks, tool, good fit, gold"
Build a website for Assessment/Examination,"I am looking for someone to create a testing website (exams) using C#, HTML, CSS and Jquery. The website will have two main sides, the side where the admin can create an exam/test and groups. And another side where student/candidate will enter to conduct the test. Reports coming from this system are downoadbale PDF files. Admin to create a Word docement, upload it to the system and decide where to fill information from the database. System to get the scores, add it to the Word file and allow user to download it as a Word file or PDF. System should be well designed, where user can do some actions and save on the page without refreshing or going to the next page. No WordPress or ready-templates to be used in the website. Ready items like visible Timer design can be used if purchased. Pa...","c #, downoadbale pdf files, word file, assessment, examination, website, system, word docement, visible timer design, main sides"
PHONE CONTACT WITH NOT COMPLETED 19 US CUSTOMERS,"We have a one-page chat flow, which takes less than 5 minutes. You will call each of these customers, learn why they didn't complete the process and report to us. This job will take about 1,5-2 hours. Our bidding target is about $100.","phone contact, one-page chat flow, bidding target, customers, minutes, process, job, hours"
Make a website for my online Agency,I need a website for an agency its just the basic It needs to be trust worthy accesible proffesional looking No need for any experience for this job,"worthy accesible proffesional looking, online agency, website, need, trust, experience, job"
Web Scraping,"Hello, I need a freelance to write code that will web scrape certain websites for me please","web scraping, certain websites, freelance, code"
3D interior design - wedding stage,"Hi , I need someone to draw my idea 3D interior design - wedding stage ex attachments","wedding stage, 3d interior design, idea"
Generate forex leads for Dubai,Hello I’m looking for someone who already hold an experience to generate forex leads in Dubai if you do please message,"forex leads, dubai, experience"
build me a wordpress website,I had lost my wordpress website need help in building back the website,"wordpress website, help"
instagram bulk messages,I would like someone to send a automated message to all our new followers,"instagram bulk messages, new followers, message"
Unreal or Xcode development,"Quite simple: make something similar to We need to host 3d models in a “gaming environment”. The camera needs constraints to stop it getting too close, too far, or beneath AND we want to add annotations (labels) attached to the models.","xcode development, gaming environment, models, camera, constraints, annotations, labels"
Shopify code fix,"Hi there, need your help to fix the mobile view on my website","code fix, mobile view, help, website"
Digital marketing,Digital marketing who can handle all online marketing,"digital marketing, online marketing"
translate 4000 words from English to Hebrew,"Hi, I have a book written in English that needs to be translated into Hebrew. I don't want to use Google Translate or any other translation software. If you think you can help with this task, please apply. Skills: Translation, Hebrew Translator, English (US) Translator, English (UK) Translator, Portuguese Translator","hebrew translator, google translate, english, portuguese translator, words, book, translation, other translation software, task, skills"
Graphic designer and digital marketing,Graphic designer and digital marketing,"digital marketing, graphic designer"
Content Writer,"The Content Writer develops original content, stories, and written copy for various purposes and outlets, both internal and external - ensuring our tone of voice, key messages, gender inclusivity, race equity and creative ideas are resonant, on-brand","content writer, original content, key messages, gender inclusivity, race equity, creative ideas, stories, copy, outlets, tone"
Python documentation review,We are looking for someone to assist us in reviewing our Python developer documentations. Located in Hong Kong,"python documentation review, python developer documentations, hong kong"
Build us a logo design,"Hello everyone,we are starting an internet business,and we need a professional logo for it. You may download some logo samples from the PDF file that is attached to this message to see if you qualify for our job.","logo design, professional logo, logo samples, internet business, pdf file, message, job"
Redesign Website,Need to redesign website and seo,redesign website
Video edit and photo editing,Photo editing and videos editing,"video edit, photo editing, videos"
Animated videos for E-marketing,Create animation videos for marketing ( online courses ),"animated videos, online courses, e-marketing"
Animated videos for E-marketing,Create animation videos for marketing ( online courses ),"animated videos, online courses, e-marketing"
Photo editing,Retouching photos. Color correction,"photo editing, color correction, photos"
Modify Content in my Website,"I already have an existing website in which the content in the website needs to be edited. Only text needs to be changed, very minimal text","website, content, minimal text"
translatision,we are an eCommerce brand and we need a translation from English to Philippines for our commercial facebook and instegrahm ads,"ecommerce brand, instegrahm ads, commercial facebook, translatision, philippines, english"
Raffle Draw  ( Lottery ) Website -- 2,we need a top Developer with high experience for Raffle Draw ( Lottery ) Website . PLEASE ; if you don't have experience for such site then don't contact us !!!,"raffle draw, high experience, lottery, website, top developer, such site"
Quick python webdrive selenium script,"Basically visit a website, click 2 buttons and check , I will upload a video showing it, is simple script that can be made in 10min using selenium when moving the mouse, it need check if the below part is red too, if is only half like this, move to next, if is all red, alert and stop I will try get info about all the red page to try find something than can be detectable","below part, webdrive selenium script, simple script, red page, selenium, check, website, buttons, video, mouse"
Development sortware of LED Based Irregular Leather Area Measuring Machine,"Watch the video first: Hello, our current machine is measuring leather, but it cannot work with today's printers because it is an old generation. What I want from you is to measure the skin passing on a tape with the forehead information from infrared sensors, to process this measurement on the leather (there is a printing mechanism, I will send it in detail if you want, and this measurement can be saved and printed. I'm leaving an article for you to explain how the system is and how it works, with its mathematics and equation. please review the video. Google it this article, I can't put it here Design and Development of LED Based Irregular Leather Area Measuring Machine Rehan Adil you can make using ardunio or raspberry pi","led based irregular leather area, machine rehan adil, development sortware, current machine, old generation, leather, forehead information, printing mechanism, measurement, video"
translate this document Thai to German - please only native Thais,translate this document Thai to German,"document thai, native thais"
Translation,I need a very high-quality translation of 23 minutes audio file from Hindi to Arabic. The translator needs to be very fluent in Arabic as this is for a journalist who is very demanding. The job must be done in less than 24 hours.,"high-quality translation, audio file, arabic, translation, hindi, minutes, journalist, job, hours"
Crypto Exchange -- 3,PLEASE READ CAREFULLY: I search for a solution like this: With the possibility to add own credit card provider,"crypto exchange, own credit card provider, carefully, solution, possibility"
Can´t install wordpress in my domain,I have a multisite allowing 5 domains with 3 sites on it. I want to add a new site with the domain I have bought the domain already but I am having some trouble creating the SSL certificate and it seems the wordpress installation is not working. I just need the SSL + Wordpress installation (any theme) on it.,"can´t install wordpress, wordpress installation, ssl certificate, domain, new site, multisite, sites, trouble, theme"
Coder Needed to Write Script to send Automated Email.,We're looking for a coder to create a simple tool for us to be able to automatically send the same email to a long list of recipients.,"automated email, simple tool, long list, script, coder, recipients, same email"
Netcad project,"Hello, I am looking for a good netcad User I have a simple project to do using Netcad Looking forward to your response","good netcad user, netcad project, simple project, response"
report writing,you should a report for on machine learning paper.,"machine learning paper, report, writing"
Web site Data Analytics Expert,"I need someone who is an expert in setting up and maintaining Google Tag Manager, Analytics G4, and Google Search Console, and SEMRush. This includes setting up custom insights for organic, social and PPC traffic. I want to receive a monthly report on each client. I will setup the initial GTM tag and G4 Property and then give you access to the property. Some clients only have 5-10 pages, but some clients have 100-150 pages and I want to know how you would want to be paid. I would like each client to be a fixed amount per month per client.","web site data analytics expert, google search console, google tag manager, initial gtm tag, ppc traffic, custom insights, client, expert, semrush, pages"
Docker swarm  nginx reverse proxy setup with letsencript ssl and website setup,My physical server need Docker swarm nginx reverse proxy setup with letsencript ssl and website setup,"docker swarm nginx, proxy setup, website setup, letsencript ssl, physical server, nginx"
Require expert in budgeting,Require expert to assist in budgeting flexed/calculating variance etc,"expert, budgeting, flexed, variance"
Google script to collect information,auto apps script scrape website data into a google sheets regularly check how many report pages on each day append each report page data to the end of the google sheet if data exists all data columns in text format,"auto apps script scrape website data, report page data, google script, google sheets, data columns, text format, information, pages, day, end"
Network Marketing - We need an upline - Up to 50% commission,We need someone who can recruit members of music raters (paid package). This is not a salary-based task but can be very profitable especially this is a new business and you will be the first uplines.,"network marketing, music raters, salary-based task, new business, members, package, first uplines, % commission"
website designing and brand creation,need someone to create an interactive website and create brand image,"brand creation, website designing, brand image, interactive website"
Export an STL model from a website canvas using THREE.JS,I want to get an STL or OBJ 3D model from a website using framework or other for educational purposes. The website has interactive online 3D builder and I want to be able to get the final model downloaded from the browser. I want the working code and some explanation on how it works. More details in private.,"website canvas, stl model, final model, three.js, educational purposes, interactive online 3d builder, framework, browser, code, explanation"
guest poster / link builder,if you want the job- don't send template cover letter. IN THE FIRST LINE OF YOUR ANSWER tell me what niche the website is pls. need guest posts on social media,"link builder, template cover letter, guest poster, social media, answer, job-, niche, website, first line"
Paid Internship - Copywriting,"Hello awesome people, We offer paid internship for copywriters and if you prove yourself to be great at words then you can work full time with our professional creative writers. Before you can join our team of experts, we offer you paid training to work on variety of tasks. Please bear in mind the following aspects before you place your bid: You initial Bid should be for 13,000 words You may expect to get paid $50 - $70 for the required word count depending on the quality of content you produce You need to ensure that your produced content is plagiarism free and must pass Coopyscape Premium Test You'll be asked to work on a small sample task before you are recruited for this project Looking forward to your bids!","coopyscape premium test, paid internship, professional creative writers, small sample task, awesome people, copywriting, initial bid, word count, words, content"
Copy and Paste the MNC data document in Word File/Note pad,We have MNC data in the Image format which is need to convert in text format by using Ms Word or Note Pad. All the data will be provided in English language only. Skilled Freelancers are required Who can complete the project within the deadlines and maintain good accuracy. API DOCUMENTS,"mnc data document, word file, note pad, image format, text format, paste, english language, api documents, copy, skilled freelancers"
Data sheet of electrical control components and electrical schematic  -- 3,"Want to have online sessions to understand electrical schematic and data sheet of electrical control components like safety relays ,digital display ..etc","electrical control components, data sheet, electrical schematic, online sessions, safety relays, digital display"
Private project or contest #35345877,Empty String,"private project, empty string"
Design Logo,More details in chat.....................,"design logo, chat, more details"
want to translate the video of youtube from hindi to english,I want to translate the video of youtube from hindi to englis,"video, youtube, hindi, english"
Do frontend development work on existing react project to make it pretty and enhance the user experience.,Hello I am looking for a freelancer who has experience with developing React websites to an industry-standard. Some of the services I require: Making the site responsive. Making the site pretty. Enhancing the user experience. Implementing templates. Designing. Please let me know if you are interested!,"react project, react websites, development work, user experience, freelancer, industry-standard, site, services, templates, designing"
Sign up and tracking crypto/mining app,I need a crypto mining app like pi Needs to mine my tokens and then redeem them from my site. Must play ads. Allow people to invite people Have push notifications track invites Have a 24 hour timer to have to mine again. Have back end so I can see database of subscribers.,"crypto mining app, push notifications track, hour timer, crypto, people, tokens, site, ads, database, subscribers"
Video Editor For Short Form Videos,"I am looking for a video editor to edit short form videos for Instagram Reels, TikTok, and YouTube shorts. The type of videos are short vertical styled tutorials that range from 30 seconds - 1.5 minutes.","short form videos, video editor, instagram reels, youtube shorts, videos, tiktok, type, tutorials, seconds, minutes"
I need a 2d or 3d animator,We are putting together an initiative to illustrate real historic events in short video and podcast format and are putting together a small team to help us achieve this. The animated videos are expected to be between 7 -10 minutes in length to put a historic story to the site the visitor is at. We are thinking that half of the video is likely to use photographs to outline the site's history and the rest will be an animated back story to the place of interest.,"real historic events, historic story, podcast format, small team, short video, animated videos, site, initiative, minutes, length"
Business Develper - Saudi Arabia - Oil and Gas Drilling Rig,"Introducing a new oil and gas rig to potential customers like Aramco. The rig technology is developed in Norway, and the frist rig is ready to deploy to any of the gulf states. We are looking for a person that know the oil/gas rig marked, where to find the clients and has contacts within the main potential customers in the region.","gas drilling rig, saudi arabia, business develper, main potential customers, rig technology, frist rig, new oil, gulf states, aramco, norway"
3d house & plans,3d house & plans VR walkthrough,"plans, 3d house, vr walkthrough"
Website Designing,Customised Shopify Wesbsite designing,"customised shopify wesbsite designing, website designing"
arabic speaker for translation,hi i need Arabic speaker to translate subtilties from English into Arabic more than 1500 words,"arabic speaker, translation, english, subtilties, words"
odoo contracting and retail,"studio, products, marketing, website","odoo contracting, retail, studio, products, marketing, website"
Design Logo & Visiting Card,More Details in Chat........................,"design logo, visiting card, chat, more details"
Regarding social media marketing,Need workers regarding social media marketing,"social media marketing, workers"
Help Create a better CV for me,"I'm a high level manager looking for someone to re-write and put my CV in a better format, all the information is there and I'm happy to provide any additional information that is required, its a simple job but i can't seem to find the time to do it.","high level manager, better format, simple job, additional information, time, better cv"
C++ libWebRTC integration experience (nothing with WebRTC JS/Web),"an experienced libWebRTC C++ coder to update existing code running with older libWebRTC to work with latest one. (Currently M109/110) you must show proven experience integrating libWebRTC (not WebRTC API used with Web via JavaScript) latest library version (M109/10) into the existing C++ VS2022 project. ---- IF YOU HAVE NO EXPERIENCE with LibWebRTC, PLEASE Don't Bid, we are looking ONLY for highy experienced libWebRTC coder. --- if you have done WebRTC projects with WEB/JS it is NOT RELEVANT for this specific project. -- again: only C++ proven libWebRTC knowledge, skills and experience recently codebase, which can be demonstrated during the interview","c++ libwebrtc integration experience, experienced libwebrtc c++ coder, c++ vs2022 project, webrtc api, latest library version, libwebrtc knowledge, proven experience, webrtc projects, older libwebrtc, web"
DApp Development,"We are looking for an Experienced Blockchain Developers to Build us a DApp like this: This DApp has too many features. We only want the Following features. Convert, Pools, Lottery, Play and Poker. Please visit the Website ( ) so you have an idea exactly what we are looking for. Send your interest if you are Experienced, Have substantial reviews and also have worked on something similar with reference links.","dapp development, experienced blockchain developers, reference links, substantial reviews, features, pools, lottery, play, poker, website"
Video Editor Required for Tech Youtube Channel,"I need a video editor for my tech youtube videos,daily one video and 250₹ per video.","tech youtube channel, video editor, ₹"
Hybrid App Development,"Looking for an app developer to create a hybrid app for IOS and Android devices with a membership function, 5 screens and an admin panel. If you can provide some reference work and feel confident to realize this project feel free to reach out to me.","hybrid app development, app developer, android devices, membership function, admin panel, reference work, ios, screens, project"
Build me a Mobile App,"The mobile application must do the following: -should be able to use it on android, apple and accessible on our website for customer's to use as a quotation. -Be capable of entering customer details, name address, phone number, email address. Should almost be like a CRM App. -take a picture of a driveway and adjust color of driveway to black, etc, so that we can show a customer a before and after shot of their driveway. **The below information will all have costs for calculations that can only be adjusted by the app master** **The below should be able to have two costs, a % discount that is set by the app master. -enter in square foot measurement's of driveways and calculate a cost. -enter in Linear foot measurement's of cracks in driveway and calculate a cost. -Enter in Squ...","mobile app, mobile application, app master, crm app, linear foot measurement, customer details, email address, driveway, phone number, costs"
Muti Lingual Es Devlin Project,"We are Looking for three positive poems about human connection and our connection to humanity. One written in an Eastern European Language, One in an African language and one in an East Asian Language, Ideally with an english translation as well.","muti lingual es devlin project, eastern european language, human connection, african language, positive poems, english translation, east, humanity"
Fix a Facebook Login Problem on my website,"Hi, I received an email from Meta Developer Team, with a notification of unresponsive Facebook Login button on my website. I did several tests, but I can't reproduce the problem. My website uses a custom Facebook Login implementation. I need someone who can do a lot of test, reproducing the problem and solving it for me. The website URL will only be sent to the chosen freelancer.","unresponsive facebook login button, custom facebook login implementation, facebook login problem, meta developer team, website url, problem, email, notification, lot, test"
Video Editing for YouTube Channel,We have shot many 'talking head' style footages. Looking for someone to edit them and add titles and infographics etc and make them suitable for uploading to our channel. General video lenth is 15 to 20 minutes. There will be many captions to be included. Video has to be mixed with moving photos. All footages and photos will be given by me. Adobe premiere software usage is preferred. You can take 4 days to 7 days to finish the job. Please look at our channel : Once you start working you will get continuous job. So please quote your best rate.,"youtube channel, video editing, general video lenth, adobe premiere software usage, photos, days, head, style, continuous job, titles"
Speed Up Website - This website is NOT Wordpress. It is a custom job using PHP and Y,My website is running too slowly. My site using PHP and Yii2 framework I need to hire a developer who is an expert at page speed optimization If this is you... you need to convince me and show me some evidence of page speed optimization experience. Thanks,"page speed optimization experience, website, custom job, wordpress, php, speed, site, framework, developer, expert"
Scraping Linkedin for Employees Profile,Scrape Linkedin using python script. Please detail your process/pipeline in your bid. Regards,"employees profile, scrape linkedin, python script, process, pipeline, bid, regards"
Build me 2 websites,Sorta like a dating website and a listing website,"listing website, websites, sorta"
Family photo photoshop,I need someone to photoshop someone into a photo ( the person wearing the leapord pants into the photo that she’s not in ) Please and Thankyou!,"family photo photoshop, leapord pants, photo, thankyou, person"
React native developer for short term project   -- 3,"Hi, we want to reqrite our mobile app in react native typescript using hooks and functional will be supplementing my existing frontend team and working on rewriting 25 odd screens. the UI is not very complex except for one screen that will require custom svg work. The engagement will last one month with page code and Some api integration","short term project, react native typescript, native developer, custom svg work, mobile app, frontend team, odd screens, page code, api integration, hooks"
Seeking WooCommerce - Flatsome UX Editor - Landing Page Modifications,"I'm looking for someone who has experience with... 1. WooCommerce 2. Flatsome Theme UX Editor 3. Has worked with eCommerce product pages You will be responsible for duplicating and editing product pages (not designing from scratch). Some of your tasks would include... 1. Downloading images from various product pages on Aliexpress, Amazon, eCommerce stores. 2. Uploading and placing images on a new store page. 3. Enhancing brightness/contract of images along with resizing. 4. Copying and pasting product copy that I give you onto the product page (titles, descriptions, itemized lists). 5. Importing reviews/pictures from other stores. You will be giving a document and videos containing your instructions. If you are anept at following precise instructions, please do not apply. Please...","page modifications, flatsome theme ux editor, ecommerce product pages, woocommerce, product page, new store page, images, product copy, ecommerce stores, experience"
Fundraising Expert / Venture capital - Account Manager needed,"Requirement: 1. Create & Manage client account 2. Form entity and stay complied on Platform 3. Plan for Start up fundraising, including business planning, branding and all. (subject to approval prior launch) with no limitations of industry. 4. Candidates need to Provide strategy to review before dive in 5. Manage the account as a Project manager and report accordingly 6. Payment to be discussed further with the right candidate only.","venture capital, manage client account, account manager, expert, project manager, business planning, right candidate, requirement, platform, start"
GoodyDOLLARS $aving Club,Generate Social Media buzz for GoodyDOLLARS $aving Club among consumers and small independent busines owners in New York City 5 boroughs.,"generate social media buzz, small independent busines owners, new york city, club, goodydollars, consumers, boroughs"
monitoring on-permises IT devices Network & servers,"Dear Sirs, We would like monitoring system to be installed on-premises that ensure email, SMS alert when server or network devices is down montiering resoucres for each device and vm servers","network devices, dear sirs, sms alert, servers, system, on-premises, email, resoucres, device, it"
Database Administration for SQL Server on-prem and cloud,I need expert to setup database on-prem and in cloud with two-way real-time replication. This is for MS SQL server on windows and Ubuntu.,"sql server on-prem, database administration, two-way real-time replication, database on-prem, cloud, ms sql server, ubuntu, expert, windows"
Build me a Table management software for restaurant  -- 2,"Build me a Table management software for restaurant. Language python, java. Database MySql, AWS UI-","table management software, restaurant, database mysql, language python, aws, java"
Build me a website,I need a webpage in my subdomain with a survey form that I want as a pdf. And static pages with presentations in them.,"survey form, website, static pages, webpage, subdomain, pdf, presentations"
Design a PCB,We are developing an IoT enabled Accident detection device for motorbikes.,"accident detection device, pcb, motorbikes"
Build me a Table management software for restaurant,Build me a Table management software for restaurant with billing and business analysis using python or java. Design -,"table management software, business analysis, restaurant, billing, python, java, design"
Looking for someone to record a loom video demo product,"Hey, We are looking for someone (native English speaker - UK, AUS, USA or Canada) to record two 3 - 5 mints video (possibly via zoom) for our saas based product. Its to introduce features our new users. Looking forward.","loom video demo product, native english speaker, mints video, new users, product, aus, usa, canada, saas, features"
Build me a logo with animation,"I designed a logo but i want to develop with a few second animation. Letter ""O"" will be created with surgical needles and then a needle continue to create ""yur"" as my last name Oyur. During that time under the logo will be ""Your Aesthetic Surgeon"" and ""Dr."" will be appearing in front of the logo ""Oyur"" Thabk you","last name oyur, logo, aesthetic surgeon, surgical needles, animation, oyur, few second animation, dr., thabk, letter"
neural style transfer,we have to use locality sensitive hashing instead of contextual loss and the results,"neural style transfer, contextual loss, sensitive hashing, locality, results"
Draw a logo of a date seed made out of Arabic text,"Make a logo that looks like a date seed, made out of Arabic calligraphy. Similar to this : [login to view URL] Picture of a date seed: [login to view URL] Use this text and translate to Arabic: “There is among the trees, one which is blessed. It is the date palm, for it was created from the earth left over from the creation of Adam.” - Prophet Mohammed","date seed, arabic text, arabic calligraphy, date palm, logo, url, prophet mohammed, picture, adam, trees"
Jr .Net developer,Jr .Net developed need for inhouse development at leaset 30 hrs per week,"inhouse development, jr .net developer, need, leaset, hrs, week"
Edits in custom module odoo version 15,Dears looking for odoo developer to make some edits in custom module in odoo version 15.,"odoo version, custom module, odoo developer, edits, dears"
I want to translate the video of youtube from hindi to english,I want to translate the video of youtube from hindi to english,"video, youtube, hindi, english"
LICENCE MANAGEMENT,simple project in MVVM technology having Licence management need to create User manage licence,"licence management, mvvm technology, simple project, user"
Punjabi Script Writer documents typing,"We are looking for a Punjabi Script Writer who can write Mini Web Series and YouTube Sketch Comedy for our Channel. To be responsible for the process of idea generation, character development, screenplay writing and crafting of dialogues... (Budget: £10 - £15 GBP, Jobs: Article Writing, Creative Writing, Fiction, Ghostwriting, Voice Talent","punjabi script writer documents, mini web series, youtube sketch comedy, voice talent, article writing, creative writing, idea generation, character development, channel, budget"
Telegram shop bot,"Hello I need someone to make telegram store bot for me with btc and perfect money payment i will be able to add products Two ready-to-use payment gateways for receiving cryptocurrency payments. Receive payments with automatic verification via cryptocurrency or other payment gateways Automatically issue merchandise without my involvement Manage the status for each order Create a group of questions for any item, get response forms from users Order list and internal profile Manage all nesting of categories and products through admin panel Thanks","telegram shop bot, ready-to-use payment gateways, perfect money payment, users order list, admin panel thanks, cryptocurrency payments, response forms, automatic verification, internal profile, products"
I'm looking for C++ expert who can build existing project using CMake.,I find for someone who can help me to build a specific project using cmake on my windows 10 with Visual Studio 2022. Share more details via chat.,"visual studio, c++ expert, specific project, cmake, windows, chat, more details"
OpenGL graphics,"Need an expert who has knowledge of OpenGL graphics API, used in conjunction with C++.","opengl graphics api, c++, expert, knowledge, conjunction"
Appointment for Portuguese citizenship card,Myself Uttamjit singh i was born in portugal. I am currently living in india And i want to apply for Portuguese citizenship card Can you help me in getting an appointment for citizenship from Portuguese embassy I already have all the required documents,"portuguese citizenship card, portuguese embassy, appointment, citizenship, myself uttamjit singh, portugal, india, documents"
MT9513SF IC based LED Driver,"I require to design LED light driver using MT9513SF IC for 5W,10W,12W,15W and 20W lights in different series and parallel combinations.","led driver, light driver, parallel combinations, different series, lights, mt9513sf ic"
Digital Marketing  -- 3,We need a person which is good in communication skills. The work is you have to just promote and advertise our business through social media platforms for a part time basis.,"digital marketing, social media platforms, communication skills, person, work, business, part time basis"
Ghostwriter Position,"Full-time, remote opportunity. Will be responsible for creating articles, blogs, and social media posts. The ideal candidate will have experience in PR writing as well as previous experience using communication & project management software.","ghostwriter position, social media posts, project management software, remote opportunity, ideal candidate, previous experience, articles, blogs, communication, pr writing"
Data sheet of electrical control components and electrical schematic  -- 2,"Want to have online sessions face to face to understand electrical schematic and data sheet of electrical control components like safety relays ,digital display ..etc","electrical control components, data sheet, electrical schematic, online sessions, safety relays, digital display"
Social Media Marketing and Strategy,"Social Media Marketing Expert or Agency Required for a startup cosmetics company. Need graphics and videos for selling on Instagram Shop/Reels, TikTok, and FB.","social media marketing expert, startup cosmetics company, instagram shop, strategy, agency, reels, tiktok, graphics, videos, fb"
3D interior,3d room for playing a console games,"console games, room, 3d interior"
research and creative writing,A professional in research and creative writing is required for a company. New freelancers needed.,"creative writing, research, new freelancers, company"
International Sales Freelance (Commission) 154,"For the more than 10 years, we have been providing placenta live cell therapy to our clients worldwide. Our clients ranges from people that are looking to be younger and to regain their vitality, as well as patients our who seek alternative treatments from chronic illnesses such as diabetes, skin disease, prostate problems, and reproductive issues for men and women. Among these years, we have helped a many people who were seeking for medical treatments but repeatedly fail to be cured by today's modern healthcare system. We are looking for a pro-active salesperson who loves meeting and talking to people, to promote our business actively and convert to sales. Healthcare industry is a lucrative business, and its very easy to sell to customers, especially with the value that we can brin...","international sales freelance, placenta live cell therapy, modern healthcare system, commission, alternative treatments, chronic illnesses, skin disease, prostate problems, reproductive issues, medical treatments"
Long term PowerShell scripting guy need -- 3,"This is going to be for long term and all scripts will be related to office 365 and exchange Skills Required System Admin Microsoft Exchange Windows Server Microsoft Office Powershell AD Budget - 10-12$ Example task : all task will be like this only export to csv from AD all groups, distribution and security all those that contain a display name of *GBL* search all of ad domains export columns samaccountname mail count of members (just number for now) dont need members yet export to csv","exchange skills required system admin microsoft exchange windows server microsoft office powershell ad budget, long term powershell scripting guy, ad domains export columns samaccountname mail count, long term, example task, csv, members, office, export, gbl * search"
Punjabi Script Writer,"We are looking for a Punjabi Script Writer who can write Mini Web Series and YouTube Sketch Comedy for our Channel. To be responsible for the process of idea generation, character development, screenplay writing and crafting of dialogues. To write voice overs for diverse video requirements. To work with and assist the Creative Director by following necessary guidelines. To understand the director’s guidelines and create the same as and when required. To be able to structure the work within a specific tone and genre. To deliver scripts within deadlines. To modify the content or rewrite the script as per the requirement of the client. To create the angle, content, and tone according to the needs of the client and the audience for each video. To work cordially with clients and team me...","punjabi script writer, mini web series, youtube sketch comedy, diverse video requirements, creative director, idea generation, character development, voice overs, script, channel"
Draw a logo of a date seed made out of Arabic text,"Make a logo that looks like a date seed, made out of Arabic calligraphy. Similar to this : Picture of a date seed: Use this text and translate to Arabic: “There is among the trees, one which is blessed. It is the date palm, for it was created from the earth left over from the creation of Adam.” - Prophet Mohammed","date seed, arabic text, arabic calligraphy, date palm, logo, prophet mohammed, picture, adam, trees, earth"
Book Keeping using Quick books,I like to setup quick books for bookkeeping to track expenses and forecasting of cash flow. I am using Quick books cloud version,"quick books cloud version, book keeping, cash flow, expenses, forecasting"
Build and Customize Shpify store,"I need to built and customize new shopify store. I will add you as a staff member, login details will be provided after we discuss the scope of the project. my budget is 50. I have a niche all you have to do is customize, SEO and develop the site according to my niche. No need to add product at this stage. Contact me with your plan in brief. If you have previous project samples that would be an added advantage. Thank you","new shopify store, previous project samples, staff member, login details, store, niche, seo, need, scope, project"
Pergolia revit project,revit work for pergolia. need only revit expert,"pergolia revit project, revit work, revit expert, pergolia"
Build me a website,i am starting a clothing brand i need someone to build me a website for that,"clothing brand, website"
Diversity and Inclusion training in Disability Awareness slides creation,"delivery of training and awareness in disability, design of slides to be delivered within a 90 mins training session, content curation and design of slides, understanding of the financial services sector, train the trainer experience, understanding best practices and knowing the latest legislation around disability in the workplace, preparation and delivery experience of workshops, Create PPT presentation for a 90 minute training.","mins training session, inclusion training, disability awareness, financial services sector, minute training, ppt presentation, delivery experience, trainer experience, content curation, slides"
Online courses,"Kings of dispatch is a company for online education, with an idea of teaching truck dispatch in USA to students across the globe We are looking for an individual that can help us create the course by doing whithe board, presentations and video editing for udemy, webaite and youtube instagram and tik tok","online courses, online education, truck dispatch, whithe board, tik tok, video editing, usa, kings, company, idea"
Car Wash Web Booking System (Home Service Car Wash),Car Wash Web Booking System kindly read the attached requirements,"car wash web booking system, home service car wash, requirements"
A problem with some pages and files is a 404 problem .. the site is wordpress php,A problem with some pages and files is a 404 problem .. the site is wordpress php,"wordpress php, problem, pages, files, site"
Power electronics Matlab,Looking for MATLAB based simulink.,"power electronics matlab, matlab, simulink"
